paper_id;conference_name;edition;city;year
1402;Discrete Mathematics in the Schools;3;Moscow;2022
1403;Coding Theory and Applications;4;Barcelona;2023
1407;ACM National Conference;4;Moscow;2021
1411;Semantic Grid;2;Barcelona;2017
1412;TPDL Workshops;1;Tokyo;2014
1415;Information Visualization;1;Tokyo;2011
1416;Computational Methods for SNPs and Haplotype Inference;4;London;2022
1417;Communication in Multiagent Systems;2;Barcelona;2020
1420;Webmedia;3;Los Angeles;2018
1422;Theories of Programming and Formal Methods;2;Moscow;2010
1423;Theories of Programming and Formal Methods;3;Paris;2010
1425;Plan, Activity, and Intent Recognition;4;Paris;2022
1426;Semantic Grid;3;Barcelona;2018
1427;ACM National Conference;1;Moscow;2015
1429;Coding Theory and Applications;1;Paris;2015
1432;Coding Theory and Applications;5;Los Angeles;2028
1434;Caring Machines;1;Moscow;2015
1435;Fault-Tolerant Distributed Computing;4;Barcelona;2023
1443;Theories of Programming and Formal Methods;1;Barcelona;2010
1446;Dance Notations and Robot Motion;2;Singapore;2012
1447;ACM National Conference;2;Tokyo;2017
1449;Fault-Tolerant Distributed Computing;3;Dubai;2020
1453;Ershov Informatics Conference;1;Paris;2010
1454;Caring Machines;4;London;2021
1456;Complexity of Constraints;2;Chicago;2017
1457;Mathematical Methods Of Analysis Of Biopolymer Sequences;2;Dubai;2011
1458;Three-Dimensional Imaging, Interaction, and Measurement;2;Dubai;2018
1459;TPDL Workshops;4;London;2023
1463;Communication in Multiagent Systems;5;Dubai;2026
1464;Ershov Informatics Conference;2;Chicago;2014
1468;Language Engineering Conference;4;New York;2015
1469;Ershov Informatics Conference;1;Paris;2010
1470;Discrete Mathematics in the Schools;2;Singapore;2017
1471;Ershov Informatics Conference;1;Paris;2010
1475;Theories of Programming and Formal Methods;4;Paris;2013
1477;Three-Dimensional Imaging, Interaction, and Measurement;1;Barcelona;2015
1479;Plan, Activity, and Intent Recognition;2;London;2017
1480;Complexity of Constraints;1;Chicago;2012
1485;Web Application Security;5;London;2026
1489;Plan, Activity, and Intent Recognition;4;Paris;2022
1491;Discrete Mathematics in the Schools;2;Singapore;2017
1492;Mathematical Methods Of Analysis Of Biopolymer Sequences;3;Singapore;2012
1494;Mathematical Methods Of Analysis Of Biopolymer Sequences;4;Singapore;2015
1495;Semantic Grid;1;Singapore;2015
1496;Semantic Grid;4;New York;2019
1499;Computational Methods for SNPs and Haplotype Inference;3;Barcelona;2020
1500;Theories of Programming and Formal Methods;4;Paris;2013
1505;Language Engineering Conference;1;Barcelona;2010
1506;Computational Methods for SNPs and Haplotype Inference;4;London;2022
1510;Theories of Programming and Formal Methods;4;Paris;2013
1511;Fault-Tolerant Distributed Computing;2;Tokyo;2017
1512;Computational Methods for SNPs and Haplotype Inference;3;Barcelona;2020
1515;Language Engineering Conference;2;Paris;2011
1517;Computational Methods for SNPs and Haplotype Inference;4;London;2022
1520;Computational Methods for SNPs and Haplotype Inference;1;Chicago;2015
1521;Computational Methods for SNPs and Haplotype Inference;2;Moscow;2020
1523;Fault-Tolerant Distributed Computing;3;Dubai;2020
1524;Three-Dimensional Imaging, Interaction, and Measurement;5;Dubai;2027
1526;Web Application Security;1;Paris;2012
1527;TPDL Workshops;4;London;2023
1531;Dance Notations and Robot Motion;5;Paris;2019
1532;TPDL Workshops;5;Moscow;2026
1533;Language Engineering Conference;5;Paris;2015
1535;Information Visualization;5;Paris;2020
1537;Ershov Informatics Conference;4;Tokyo;2019
1540;ACM National Conference;3;New York;2018
1541;Discrete Mathematics in the Schools;5;Los Angeles;2024
1542;Information Visualization;3;Dubai;2016
1543;Ershov Informatics Conference;2;Chicago;2014
1544;Dance Notations and Robot Motion;5;Paris;2019
1547;Plan, Activity, and Intent Recognition;4;Paris;2022
1549;Ershov Informatics Conference;5;New York;2021
1554;Mathematical Methods Of Analysis Of Biopolymer Sequences;2;Dubai;2011
1556;Plan, Activity, and Intent Recognition;2;London;2017
1557;ACM National Conference;5;Paris;2026
1558;ACM National Conference;5;Paris;2026
1559;Webmedia;3;Los Angeles;2018
1560;Webmedia;5;Chicago;2025
1561;Plan, Activity, and Intent Recognition;4;Paris;2022
1562;TPDL Workshops;5;Moscow;2026
1568;Computational Methods for SNPs and Haplotype Inference;3;Barcelona;2020
1572;Ershov Informatics Conference;2;Chicago;2014
1573;Complexity of Constraints;4;Singapore;2025
1574;Theories of Programming and Formal Methods;3;Paris;2010
1582;Ershov Informatics Conference;4;Tokyo;2019
1584;Ershov Informatics Conference;2;Chicago;2014
1587;Computational Methods for SNPs and Haplotype Inference;2;Moscow;2020
1589;Complexity of Constraints;2;Chicago;2017
1590;Information Visualization;5;Paris;2020
1591;Discrete Mathematics in the Schools;1;Paris;2013
1592;Coding Theory and Applications;2;Los Angeles;2018
1593;Complexity of Constraints;4;Singapore;2025
1594;Webmedia;4;Barcelona;2023
1595;Complexity of Constraints;2;Chicago;2017
1596;Coding Theory and Applications;5;Los Angeles;2028
1601;Language Engineering Conference;4;New York;2015
1603;Plan, Activity, and Intent Recognition;2;London;2017
1604;Communication in Multiagent Systems;1;New York;2015
1605;Coding Theory and Applications;2;Los Angeles;2018
1608;Theories of Programming and Formal Methods;2;Moscow;2010
1610;Computational Methods for SNPs and Haplotype Inference;4;London;2022
1612;ACM National Conference;1;Moscow;2015
1613;Web Application Security;1;Paris;2012
1615;Webmedia;4;Barcelona;2023
1618;Web Application Security;3;Chicago;2016
1619;Theories of Programming and Formal Methods;5;Dubai;2016
1626;Web Application Security;3;Chicago;2016
1628;Coding Theory and Applications;1;Paris;2015
1629;Semantic Grid;5;Singapore;2020
1631;Webmedia;3;Los Angeles;2018
1636;Communication in Multiagent Systems;1;New York;2015
1637;Webmedia;1;Paris;2015
1639;Three-Dimensional Imaging, Interaction, and Measurement;2;Dubai;2018
1641;Complexity of Constraints;2;Chicago;2017
1642;TPDL Workshops;2;Dubai;2018
1643;Three-Dimensional Imaging, Interaction, and Measurement;1;Barcelona;2015
1647;Language Engineering Conference;5;Paris;2015
1650;Web Application Security;3;Chicago;2016
1652;Coding Theory and Applications;3;Barcelona;2022
1657;Coding Theory and Applications;3;Barcelona;2022
1658;Coding Theory and Applications;2;Los Angeles;2018
1659;Communication in Multiagent Systems;3;Chicago;2022
1671;Language Engineering Conference;4;New York;2015
1673;Theories of Programming and Formal Methods;3;Paris;2010
1674;Web Application Security;1;Paris;2012
1675;Caring Machines;1;Moscow;2015
1677;Theories of Programming and Formal Methods;4;Paris;2013
1678;Mathematical Methods Of Analysis Of Biopolymer Sequences;2;Dubai;2011
1679;Three-Dimensional Imaging, Interaction, and Measurement;4;Chicago;2022
1680;Webmedia;3;Los Angeles;2018
1683;ACM National Conference;5;Paris;2026
1686;Information Visualization;3;Dubai;2016
1687;Discrete Mathematics in the Schools;4;Tokyo;2022
1696;Discrete Mathematics in the Schools;5;Los Angeles;2024
1697;Webmedia;1;Paris;2015
1701;Theories of Programming and Formal Methods;3;Paris;2010
1702;Dance Notations and Robot Motion;3;Moscow;2015
1703;Discrete Mathematics in the Schools;3;Moscow;2022
1708;Mathematical Methods Of Analysis Of Biopolymer Sequences;1;Barcelona;2011
1710;Theories of Programming and Formal Methods;4;Paris;2013
1711;Ershov Informatics Conference;5;New York;2021
1713;Web Application Security;2;Barcelona;2013
1714;ACM National Conference;5;Paris;2026
1717;Three-Dimensional Imaging, Interaction, and Measurement;1;Barcelona;2015
1718;TPDL Workshops;4;London;2023
1720;Plan, Activity, and Intent Recognition;3;Singapore;2022
1721;Web Application Security;2;Barcelona;2013
1724;Information Visualization;3;Dubai;2016
1727;Computational Methods for SNPs and Haplotype Inference;2;Moscow;2020
1731;Information Visualization;1;Tokyo;2011
1733;Discrete Mathematics in the Schools;1;Paris;2013
1736;Coding Theory and Applications;3;Barcelona;2022
1739;Computational Methods for SNPs and Haplotype Inference;4;London;2022
1740;Information Visualization;3;Dubai;2016
1743;Discrete Mathematics in the Schools;1;Paris;2013
1744;Three-Dimensional Imaging, Interaction, and Measurement;1;Barcelona;2015
1745;Ershov Informatics Conference;4;Tokyo;2019
1747;Discrete Mathematics in the Schools;3;Moscow;2022
1748;Computational Methods for SNPs and Haplotype Inference;1;Chicago;2015
1750;Discrete Mathematics in the Schools;4;Tokyo;2022
1753;Mathematical Methods Of Analysis Of Biopolymer Sequences;2;Dubai;2011
1755;Plan, Activity, and Intent Recognition;4;Paris;2022
1756;Coding Theory and Applications;1;Paris;2015
1757;Three-Dimensional Imaging, Interaction, and Measurement;2;Dubai;2018
1759;Fault-Tolerant Distributed Computing;2;Tokyo;2017
1760;Three-Dimensional Imaging, Interaction, and Measurement;1;Barcelona;2015
1761;Information Visualization;4;Los Angeles;2018
1764;Three-Dimensional Imaging, Interaction, and Measurement;2;Dubai;2018
1768;Caring Machines;3;Chicago;2016
1771;Webmedia;1;Paris;2015
1772;Complexity of Constraints;4;Singapore;2025
1776;Coding Theory and Applications;3;Barcelona;2022
1777;Communication in Multiagent Systems;3;Chicago;2022
1782;Theories of Programming and Formal Methods;3;Paris;2010
1783;Webmedia;1;Paris;2015
1788;Theories of Programming and Formal Methods;2;Moscow;2010
1790;Coding Theory and Applications;2;Los Angeles;2018
1794;Theories of Programming and Formal Methods;1;Barcelona;2010
1795;Dance Notations and Robot Motion;1;Chicago;2010
1800;Theories of Programming and Formal Methods;1;Barcelona;2010
1801;Theories of Programming and Formal Methods;2;Moscow;2010
1804;Web Application Security;1;Paris;2012
1805;Complexity of Constraints;4;Singapore;2025
1807;Semantic Grid;1;Singapore;2015
1808;Ershov Informatics Conference;1;Paris;2010
1809;Ershov Informatics Conference;4;Tokyo;2019
1813;TPDL Workshops;2;Dubai;2018
1816;Plan, Activity, and Intent Recognition;3;Singapore;2022
1818;Mathematical Methods Of Analysis Of Biopolymer Sequences;5;Paris;2019
1819;Communication in Multiagent Systems;5;Dubai;2026
1820;Webmedia;5;Chicago;2025
1821;Web Application Security;5;London;2026
1827;Ershov Informatics Conference;1;Paris;2010
1830;Communication in Multiagent Systems;1;New York;2015
1834;Semantic Grid;4;New York;2019
1837;Web Application Security;1;Paris;2012
1841;Information Visualization;1;Tokyo;2011
1843;Three-Dimensional Imaging, Interaction, and Measurement;2;Dubai;2018
1846;ACM National Conference;4;Moscow;2021
1847;TPDL Workshops;3;Dubai;2023
1848;Computational Methods for SNPs and Haplotype Inference;1;Chicago;2015
1849;Caring Machines;1;Moscow;2015
1850;Plan, Activity, and Intent Recognition;4;Paris;2022
1851;Dance Notations and Robot Motion;4;Barcelona;2018
1854;Discrete Mathematics in the Schools;4;Tokyo;2022
1855;Webmedia;1;Paris;2015
1856;Language Engineering Conference;1;Barcelona;2010
1859;Caring Machines;4;London;2021
1861;Three-Dimensional Imaging, Interaction, and Measurement;3;London;2022
1862;Plan, Activity, and Intent Recognition;5;Chicago;2022
1863;TPDL Workshops;5;Moscow;2026
1864;Caring Machines;5;Chicago;2026
1866;TPDL Workshops;5;Moscow;2026
1867;Information Visualization;1;Tokyo;2011
1868;Ershov Informatics Conference;1;Paris;2010
1870;Webmedia;3;Los Angeles;2018
1871;Ershov Informatics Conference;5;New York;2021
1875;Caring Machines;3;Chicago;2016
1876;Caring Machines;2;Moscow;2016
1878;Semantic Grid;1;Singapore;2015
1879;Plan, Activity, and Intent Recognition;1;Moscow;2012
1880;Complexity of Constraints;1;Chicago;2012
1881;Theories of Programming and Formal Methods;4;Paris;2013
1885;Webmedia;4;Barcelona;2023
1886;Ershov Informatics Conference;2;Chicago;2014
1887;Dance Notations and Robot Motion;4;Barcelona;2018
1889;Three-Dimensional Imaging, Interaction, and Measurement;1;Barcelona;2015
1890;Theories of Programming and Formal Methods;4;Paris;2013
1891;Communication in Multiagent Systems;2;Barcelona;2020
1893;Theories of Programming and Formal Methods;3;Paris;2010
1894;Plan, Activity, and Intent Recognition;3;Singapore;2022
1895;Coding Theory and Applications;3;Barcelona;2022
1896;Dance Notations and Robot Motion;2;Singapore;2012
1897;Caring Machines;5;Chicago;2026
1898;Language Engineering Conference;2;Paris;2011
1899;Information Visualization;5;Paris;2020
1900;Dance Notations and Robot Motion;2;Singapore;2012
1902;Communication in Multiagent Systems;3;Chicago;2022
1903;ACM National Conference;4;Moscow;2021
1904;Communication in Multiagent Systems;5;Dubai;2026
1905;Web Application Security;3;Chicago;2016
1906;Caring Machines;1;Moscow;2015
1907;Information Visualization;3;Dubai;2016
1909;ACM National Conference;1;Moscow;2015
1910;Coding Theory and Applications;2;Los Angeles;2018
1913;Mathematical Methods Of Analysis Of Biopolymer Sequences;2;Dubai;2011
1914;Language Engineering Conference;5;Paris;2015
1915;Caring Machines;5;Chicago;2026
1916;Plan, Activity, and Intent Recognition;4;Paris;2022
1920;Computational Methods for SNPs and Haplotype Inference;2;Moscow;2020
1921;ACM National Conference;4;Moscow;2021
1926;TPDL Workshops;1;Tokyo;2014
1927;Dance Notations and Robot Motion;4;Barcelona;2018
1928;Computational Methods for SNPs and Haplotype Inference;5;Los Angeles;2024
1929;Three-Dimensional Imaging, Interaction, and Measurement;2;Dubai;2018
1930;Discrete Mathematics in the Schools;5;Los Angeles;2024
1931;Complexity of Constraints;3;Dubai;2021
1932;Web Application Security;5;London;2026
1933;Discrete Mathematics in the Schools;2;Singapore;2017
1939;Communication in Multiagent Systems;2;Barcelona;2020
1942;Theories of Programming and Formal Methods;2;Moscow;2010
1943;Discrete Mathematics in the Schools;5;Los Angeles;2024
1946;Plan, Activity, and Intent Recognition;3;Singapore;2022
1947;Web Application Security;2;Barcelona;2013
1949;Plan, Activity, and Intent Recognition;3;Singapore;2022
1958;Complexity of Constraints;5;Chicago;2027
1964;TPDL Workshops;4;London;2023
1968;Webmedia;4;Barcelona;2023
1970;Ershov Informatics Conference;1;Paris;2010
1972;Complexity of Constraints;2;Chicago;2017
1974;Language Engineering Conference;3;Los Angeles;2013
1975;TPDL Workshops;2;Dubai;2018
1976;Theories of Programming and Formal Methods;4;Paris;2013
1977;Mathematical Methods Of Analysis Of Biopolymer Sequences;4;Singapore;2015
1979;Caring Machines;1;Moscow;2015
1981;Semantic Grid;2;Barcelona;2017
1984;Caring Machines;1;Moscow;2015
1985;Ershov Informatics Conference;2;Chicago;2014
1988;ACM National Conference;2;Tokyo;2017
1995;TPDL Workshops;1;Tokyo;2014
1998;Caring Machines;5;Chicago;2026
1999;Semantic Grid;2;Barcelona;2017
2001;Web Application Security;1;Paris;2012
2010;Plan, Activity, and Intent Recognition;2;London;2017
2011;Theories of Programming and Formal Methods;5;Dubai;2016
2017;Communication in Multiagent Systems;4;Chicago;2026
2019;Web Application Security;3;Chicago;2016
2021;Web Application Security;3;Chicago;2016
2022;Plan, Activity, and Intent Recognition;5;Chicago;2022
2023;Semantic Grid;5;Singapore;2020
2024;Information Visualization;4;Los Angeles;2018
2025;Caring Machines;3;Chicago;2016
2026;Three-Dimensional Imaging, Interaction, and Measurement;2;Dubai;2018
2027;Theories of Programming and Formal Methods;4;Paris;2013
2031;Web Application Security;5;London;2026
2032;Communication in Multiagent Systems;2;Barcelona;2020
2038;Mathematical Methods Of Analysis Of Biopolymer Sequences;1;Barcelona;2011
2039;Computational Methods for SNPs and Haplotype Inference;3;Barcelona;2020
2042;Plan, Activity, and Intent Recognition;2;London;2017
2044;Language Engineering Conference;2;Paris;2011
2046;Dance Notations and Robot Motion;2;Singapore;2012
2047;Semantic Grid;4;New York;2019
2048;Language Engineering Conference;4;New York;2015
2049;Web Application Security;4;London;2021
2050;Caring Machines;2;Moscow;2016
2055;Mathematical Methods Of Analysis Of Biopolymer Sequences;2;Dubai;2011
2056;Fault-Tolerant Distributed Computing;4;Barcelona;2023
2059;Dance Notations and Robot Motion;1;Chicago;2010
2063;Caring Machines;1;Moscow;2015
2064;Dance Notations and Robot Motion;1;Chicago;2010
2065;Information Visualization;1;Tokyo;2011
2066;Discrete Mathematics in the Schools;5;Los Angeles;2024
2069;Coding Theory and Applications;4;Barcelona;2023
2070;Complexity of Constraints;3;Dubai;2021
2071;Web Application Security;5;London;2026
2074;Communication in Multiagent Systems;5;Dubai;2026
2075;Fault-Tolerant Distributed Computing;1;Chicago;2015
2078;ACM National Conference;4;Moscow;2021
2080;Ershov Informatics Conference;3;Dubai;2018
2081;Computational Methods for SNPs and Haplotype Inference;3;Barcelona;2020
2083;Web Application Security;5;London;2026
2091;Ershov Informatics Conference;2;Chicago;2014
2092;Computational Methods for SNPs and Haplotype Inference;2;Moscow;2020
2094;Information Visualization;4;Los Angeles;2018
2096;Communication in Multiagent Systems;1;New York;2015
2097;Communication in Multiagent Systems;4;Chicago;2026
2100;Language Engineering Conference;4;New York;2015
2102;Computational Methods for SNPs and Haplotype Inference;4;London;2022
2103;TPDL Workshops;2;Dubai;2018
2105;ACM National Conference;2;Tokyo;2017
2107;Mathematical Methods Of Analysis Of Biopolymer Sequences;4;Singapore;2015
2108;Ershov Informatics Conference;2;Chicago;2014
2109;Language Engineering Conference;1;Barcelona;2010
2110;TPDL Workshops;2;Dubai;2018
2112;Communication in Multiagent Systems;2;Barcelona;2020
2115;Webmedia;1;Paris;2015
2116;Caring Machines;2;Moscow;2016
2117;Fault-Tolerant Distributed Computing;3;Dubai;2020
2122;Theories of Programming and Formal Methods;4;Paris;2013
2123;Caring Machines;3;Chicago;2016
2124;Caring Machines;3;Chicago;2016
2126;Mathematical Methods Of Analysis Of Biopolymer Sequences;1;Barcelona;2011
2127;Three-Dimensional Imaging, Interaction, and Measurement;1;Barcelona;2015
2128;Theories of Programming and Formal Methods;5;Dubai;2016
2132;Fault-Tolerant Distributed Computing;4;Barcelona;2023
2133;Discrete Mathematics in the Schools;5;Los Angeles;2024
2135;Coding Theory and Applications;2;Los Angeles;2018
2138;Three-Dimensional Imaging, Interaction, and Measurement;3;London;2022
2139;Web Application Security;2;Barcelona;2013
2141;Theories of Programming and Formal Methods;4;Paris;2013
2145;Plan, Activity, and Intent Recognition;2;London;2017
2147;Semantic Grid;4;New York;2019
2149;Semantic Grid;2;Barcelona;2017
2150;Coding Theory and Applications;1;Paris;2015
2153;Complexity of Constraints;3;Dubai;2021
2154;Caring Machines;2;Moscow;2016
2155;Complexity of Constraints;3;Dubai;2021
2157;Fault-Tolerant Distributed Computing;4;Barcelona;2023
2160;Semantic Grid;2;Barcelona;2017
2163;Complexity of Constraints;3;Dubai;2021
2164;Three-Dimensional Imaging, Interaction, and Measurement;1;Barcelona;2015
2166;Dance Notations and Robot Motion;4;Barcelona;2018
2167;Plan, Activity, and Intent Recognition;5;Chicago;2022
2168;Semantic Grid;3;Barcelona;2018
2170;Coding Theory and Applications;1;Paris;2015
2171;TPDL Workshops;5;Moscow;2026
2172;Complexity of Constraints;1;Chicago;2012
2173;Information Visualization;5;Paris;2020
2176;ACM National Conference;2;Tokyo;2017
2181;ACM National Conference;5;Paris;2026
2182;Fault-Tolerant Distributed Computing;4;Barcelona;2023
2183;Three-Dimensional Imaging, Interaction, and Measurement;2;Dubai;2018
2184;Semantic Grid;2;Barcelona;2017
2185;ACM National Conference;2;Tokyo;2017
2186;Communication in Multiagent Systems;5;Dubai;2026
2187;ACM National Conference;2;Tokyo;2017
2188;Semantic Grid;5;Singapore;2020
2191;Mathematical Methods Of Analysis Of Biopolymer Sequences;3;Singapore;2012
