inproceedings:ID;author:string[];author-aux:string[];author-orcid:string[];booktitle:string;cdrom:string[];cite:string[];cite-label:string[];crossref:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];key:string;mdate:date;month:string;note:string;note-type:string;number:string;pages:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string;url:string;volume:int;year:int
8458458;Naoko Nitta|Noboru Babaguchi|Takuya Kamimura;;;SmartCity;;;;conf/smartcity/2015;;;http://doi.ieeecomputersociety.org/10.1109/SmartCity.2015.88|https://doi.org/10.1109/SmartCity.2015.88;;;conf/smartcity/KamimuraNB15;2017-05-17;;;;;299-306;;;;Real-Time Local Word Database Construction from Twitter.;;;db/conf/smartcity/smartcity2015.html#KamimuraNB15;;2015
8458577;Alonso González|Carla Ràfols|Karim Baghery|Zaira Pindado;;0000-0001-7213-8496;AFRICACRYPT;;;;conf/africacrypt/2020;;;https://doi.org/10.1007/978-3-030-51938-4_2;;;conf/africacrypt/BagheryGPR20;2020-10-25;;;;;24-44;;;;Signatures of Knowledge for Boolean Circuits Under Standard Assumptions.;;;db/conf/africacrypt/africacrypt2020.html#BagheryGPR20;;2020
8459204;Daniel Thalmann|Nadia Magnenat-Thalmann;;;Eurographics;;;;conf/eurographics/1985;;;https://doi.org/10.2312/eg.19851009;;;conf/eurographics/Magnenat-Thalmann85;2020-07-17;;;;;;;;;Subactor Data Types as Hierarchical Procedural Models for Computer Animation.;;;db/conf/eurographics/eg1985.html#Magnenat-Thalmann85;;1985
8461464;Alexis Clay|Marion Wolff|Régis Mollard|Sébastien Bottecchia;;;Erog'IA;;;;conf/ergoia/2016;;;https://doi.org/10.1145/3050385.3050387;;;conf/ergoia/ClayBMW16;2022-01-28;;;;;2:1-2:8;;;;User evaluation of an augmented reality prototype for expert/field operator remote assistance in aeronautics.;;;db/conf/ergoia/ergoia2016.html#ClayBMW16;;2016
8461594;Axel Schulte|Daniel J. Barber|Fabian Schmitt|Gunar Roth|Jessie Y. C. Chen;;;IHSI;;;;conf/ihsi/2018;;;https://doi.org/10.1007/978-3-319-73888-8_33;;;conf/ihsi/SchmittRBCS18;2020-01-29;;;;;209-215;;;;Experimental Validation of Pilot Situation Awareness Enhancement Through Transparency Design of a Scalable Mixed-Initiative Mission Planner.;;;db/conf/ihsi/ihsi2018.html#SchmittRBCS18;;2018
8463224;Dana Ouellette|Heidi E. Julien|Jorden Smith|Lisa M. Given;;0000-0003-1840-6175;ASIST;;;;conf/asist/2010;;;https://doi.org/10.1002/meet.14504701336;;;conf/asist/GivenJOS10;2020-06-24;;;;;1-2;;;;Evidence-based information literacy instruction: Curriculum planning from the ground up.;;;db/conf/asist/asist2010.html#GivenJOS10;;2010
8463951;Isabella Peters|Judit Bar-Ilan|Stasa Milojevic|Stefanie Haustein|Timothy D. Bowman;;0000-0002-8796-5248|0000-0003-0157-1430;ASIST;;;;conf/asist/2015;;;https://doi.org/10.1002/pra2.2015.145052010016|https://www.wikidata.org/entity/Q57898073;;;conf/asist/Bar-IlanBHMP15;2020-06-24;;;;;1-4;;;;Self-Presentation in academia today: From peer-reviewed publications to social media.;;;db/conf/asist/asist2015.html#Bar-IlanBHMP15;;2015
8467014;Mayank Darbari|Rajashree Shettar|Shruti V. Kamath;;0000-0001-6651-1768;IC3;;;;conf/ic3/2013;;;https://doi.org/10.1109/IC3.2013.6612220;;;conf/ic3/KamathDS13;2017-06-15;;;;;359-364;;;;Classification and indexing in highway traffic videos.;;;db/conf/ic3/ic3-2013.html#KamathDS13;;2013
8468839;A. R. Jayan|Kavya Manohar|Rajeev Rajan;;0000-0001-7316-5808|0000-0003-2402-5272;TDS;;;;conf/tsd/2020;;;https://doi.org/10.1007/978-3-030-58323-1_7;;;conf/tsd/ManoharJR20;2020-09-19;;;;;71-78;;;;Quantitative Analysis of the Morphological Complexity of Malayalam Language.;;;db/conf/tsd/tsd2020.html#ManoharJR20;;2020
8469393;Jorge Graña Gil|Manuel Vilares Ferro|Miguel A. Alonso 0001;;;TSD;;;;conf/tsd/2002;;;https://doi.org/10.1007/3-540-46154-X_1;;;conf/tsd/GilAF02;2021-07-27;;;;;3-10;;;;A Common Solution for Tokenization and Part-of-Speech Tagging.;;;db/conf/tsd/tsd2002.html#GilAF02;;2002
8471589;Ganesh Sittampalam|Oege de Moor;;;Advanced Functional Programming;;;;conf/afp/98;;;https://doi.org/10.1007/10704973_3;;;conf/afp/MoorS98;2017-05-23;;;;;116-149;;;;Generic Program Transformation.;;;db/conf/afp/afp1998.html#MoorS98;;1998
8474832;Dang Nguyen 0001|Jaehong Park|Ravi S. Sandhu;;;PST;;;;conf/pst/2012;;;http://doi.ieeecomputersociety.org/10.1109/PST.2012.6297930|https://doi.org/10.1109/PST.2012.6297930;;;conf/pst/ParkNS12;2017-05-21;;;;;137-144;;;;A provenance-based access control model.;;;db/conf/pst/pst2012.html#ParkNS12;;2012
8482077;Joohwan Kim|R. Srikant 0001;;;ITA;;;;conf/ita/2012;;;https://doi.org/10.1109/ITA.2012.6181767;;;conf/ita/KimS12;2019-08-22;;;;;415-419;;;;Peer-to-peer streaming over dynamic random Hamilton cycles.;;;db/conf/ita/ita2012.html#KimS12;;2012
8486229;Bruce A. MacDonald|Burkhard Wünsche|Ian Yen-Hung Chen;;;GRAPP;;;;conf/grapp/2010;;;;;;conf/grapp/ChenMW10;2011-01-05;;;;;331-338;;;;Designing a Mixed Reality Framework for Enriching Interactions in Robot Simulation.;;;db/conf/grapp/grapp2010.html#ChenMW10;;2010
8503954;Chockalingam Karuppanchetty|Sun-il Kim|William Edmonds;;;MILCOM;;;;conf/milcom/2015;;;https://doi.org/10.1109/MILCOM.2015.7357563;;;conf/milcom/KaruppanchettyE15;2017-05-26;;;;;923-928;;;;Using artificial packets for training network payload anomaly detection systems.;;;db/conf/milcom/milcom2015.html#KaruppanchettyE15;;2015
8505944;Benedikt Schmuelling|Markus Clemens|Myrel Alsayegh;;0000-0002-1226-7840;EVER;;;;conf/ever/2018;;;https://doi.org/10.1109/EVER.2018.8362397;;;conf/ever/AlsayeghSC18;2019-10-19;;;;;1-6;;;;Design considerations of coil geometries in bidirectional wireless power transfer systems.;;;db/conf/ever/ever2018.html#AlsayeghSC18;;2018
8511892;Habiba Drias|Nadjet Kamel|Sofiane Yahiaoui|Youcef Belkhiri;;0000-0001-7287-5170|0000-0003-3608-8895;WorldCIST (2);;;;conf/worldcist/2017-2;;;https://doi.org/10.1007/978-3-319-56538-5_8;;;conf/worldcist/BelkhiriKDY17;2021-07-25;;;;;73-85;;;;Bee Swarm Optimization for Community Detection in Complex Network.;;;db/conf/worldcist/worldcist2017-2.html#BelkhiriKDY17;;2017
8516859;Ashutosh Kumar 0002|Vipul Goyal;;;CRYPTO (1);;;;conf/crypto/2018-1;;;https://doi.org/10.1007/978-3-319-96884-1_17;;;conf/crypto/Goyal018;2018-08-13;;;;;501-530;;;;Non-malleable Secret Sharing for General Access Structures.;;;db/conf/crypto/crypto2018-1.html#Goyal018;;2018
8523798;Chi-Cheng Li|Feng-Jian Wang|Jian-Wei Wang;;;AICCSA;;;;conf/aiccsa/2005;;;http://doi.ieeecomputersociety.org/10.1109/AICCSA.2005.1387111|https://doi.org/10.1109/AICCSA.2005.1387111;;;conf/aiccsa/WangLW05;2017-05-26;;;;;122;;;;Dynamic activities on an agent-based workflow management system.;;;db/conf/aiccsa/aiccsa2005.html#WangLW05;;2005
8527469;Adam Podhorski|Inaki Iglesias|Javier Del Ser|Jesús Gutiérrez-Gutiérrez;;0000-0001-7423-5505|0000-0002-1260-9775|0000-0002-5567-9503;MOBILIGHT;;;;conf/mobilight/2011;;;http://eudl.eu/doi/10.1007/978-3-642-29479-2_3|https://doi.org/10.1007/978-3-642-29479-2_3;;;conf/mobilight/Gutierrez-GutierrezPIS11;2017-06-15;;;;;30-36;;;;A Note on the Wiener Filter for Vector Random Processes.;;;db/conf/mobilight/mobilight2011.html#Gutierrez-GutierrezPIS11;;2011
8527480;Itziar Landa-Torres|Javier Del Ser|José Antonio Portilla-Figueras|Laura Garcia-Padrones|Sancho Salcedo-Sanz|Sergio Gil-Lopez;;0000-0001-5584-345X;MOBILIGHT;;;;conf/mobilight/2010;;;http://eudl.eu/doi/10.1007/978-3-642-16644-0_57|https://doi.org/10.1007/978-3-642-16644-0_57;;;conf/mobilight/Gil-LopezSLGSP10;2017-06-04;;;;;662-672;;;;On the Application of a Novel Grouping Harmony Search Algorithm to the Switch Location Problem.;;;db/conf/mobilight/mobilight2010.html#Gil-LopezSLGSP10;;2010
8527954;Elías Olivares Benítez|Joel-Novi Rodríguez-Escoto|Samuel Nucamendi-Guillén;;0000-0002-8687-6809;ICORES;;;;conf/icores/2021;;;https://doi.org/10.5220/0010266604250432;;;conf/icores/Rodriguez-Escoto21;2021-10-14;;;;;425-432;;;;Analysis of the Hiring Cost Impact with a Bi-objective Model for the Multi-depot Open Location Routing Problem.;;;db/conf/icores/icores2021.html#Rodriguez-Escoto21;;2021
8534265;Akihiro Kawamura|Naoki Nomaguchi|Ryo Kurazume|Ryosuke Tatara|Sadao Kawamura;;0000-0002-4219-7644;SII;;;;conf/sii/2019;;;https://doi.org/10.1109/SII.2019.8700431;;;conf/sii/TataraNKKK19;2021-07-25;;;;;707-711;;;;Development of an Inflatable Robotic Arm on Mobile Platform for Fetch-and-Give Tasks.;;;db/conf/sii/sii2019.html#TataraNKKK19;;2019
8535700;B. Clifford Neuman|Dong-Ho Kim|Tatyana Ryutov;;;DISCEX (1);;;;conf/discex/2003;;;http://doi.ieeecomputersociety.org/10.1109/DISCEX.2003.1194872|https://doi.org/10.1109/DISCEX.2003.1194872;;;conf/discex/RyutovNK03;2017-05-17;;;;;50-61;;;;Dynamic Authorization and Intrusion Response in Distributed Systems.;;;db/conf/discex/discex2003.html#RyutovNK03;;2003
8536306;Amadi Afua Sefah-Twerefour|George Wiafe|Kwame Agyekum;;;IGARSS;;;;conf/igarss/2012;;;https://doi.org/10.1109/IGARSS.2012.6351091;;;conf/igarss/Sefah-TwerefourWA12;2017-05-25;;;;;2105-2108;;;;Development of an algorithm for automatic detection of oil slicks from synthetic aperture radar (SAR) imagery in the Gulf OF Guinea.;;;db/conf/igarss/igarss2012.html#Sefah-TwerefourWA12;;2012
8550412;Albin J. Gasiewski|Christopher S. Ruf|Marwan Younis|Werner Wiesbeck;;;IGARSS;;;;conf/igarss/2002;;;https://doi.org/10.1109/IGARSS.2002.1026219;;;conf/igarss/GasiewskiRYW02;2018-11-27;;;;;1679-1681;;;;Impacts of mobile radar and telecommunications systems on Earth remote sensing in the 22-27 GHz range.;;;db/conf/igarss/igarss2002.html#GasiewskiRYW02;;2002
8550573;Cemil B. Erol|S. Gökhun Tanyer|Z. Ozgun;;;IGARSS;;;;conf/igarss/2002;;;https://doi.org/10.1109/IGARSS.2002.1027244;;;conf/igarss/OzgunTE02;2018-11-27;;;;;3548-3550;;;;An examination of the Fourier split-step method of representing electromagnetic propagation in the troposphere.;;;db/conf/igarss/igarss2002.html#OzgunTE02;;2002
8562969;René Chénier|Thierry Toutin|Yves Carbonneau;;;IGARSS;;;;conf/igarss/2003;;;https://doi.org/10.1109/IGARSS.2003.1294005;;;conf/igarss/ToutinCC03;2021-05-07;;;;;1041-1043;;;;Multi sensor block adjustment.;;;db/conf/igarss/igarss2003.html#ToutinCC03;;2003
8563291;Farzaneh Kazemipour|Patrick Launeau|Vona Meleder;;;IGARSS;;;;conf/igarss/2010;;;https://doi.org/10.1109/IGARSS.2010.5651056;;;conf/igarss/KazemipourLM10;2017-05-25;;;;;433-436;;;;A new approach for microphytobenthos biomass mapping by inversion of simple radiative transfer model: application to Hyspex images of Bourgneuf Bay.;;;db/conf/igarss/igarss2010.html#KazemipourLM10;;2010
8567991;Carrie Gates|Tara Whalen;;;NSPW;;;;conf/nspw/2004;;;https://doi.org/10.1145/1065907.1066044;;;conf/nspw/GatesW04;2018-11-06;;;;;107-114;;;;Profiling the defenders.;;;db/conf/nspw/nspw2004.html#GatesW04;;2004
8569687;Chuanwen Dong|Markus Bick|Sanjana Bharambe;;;EMCIS;;;;conf/emcis/2021;;;https://doi.org/10.1007/978-3-030-95947-0_21;;;conf/emcis/DongBB21;2022-02-17;;;;;305-318;;;;Why Do People Not Install Corona-Warn-App? Evidence from Social Media.;;;db/conf/emcis/emcis2021.html#DongBB21;;2021
8576326;C. Murray Woodside|Tao Zheng;;;Computer Performance Evaluation / TOOLS;;;;conf/cpe/2003;;;https://doi.org/10.1007/978-3-540-45232-4_11;;;conf/cpe/ZhengW03;2017-05-21;;;;;169-181;;;;Heuristic Optimization of Scheduling and Allocation for Distributed Systems with Soft Deadlines.;;;db/conf/cpe/cpe2003.html#ZhengW03;;2003
8577961;Gerald Futschek|Julia Moschitz;;;ISSEP;;;;conf/issep/2011;;;https://doi.org/10.1007/978-3-642-24722-4_14;;;conf/issep/FutschekM11;2017-05-23;;;;;155-164;;;;Learning Algorithmic Thinking with Tangible Objects Eases Transition to Computer Programming.;;;db/conf/issep/issep2011.html#FutschekM11;;2011
8588139;Adnan Abou Nabout|Bernd Tibken|Ghaida Al Zeer;;;ICCE;;;;conf/iccel/2012;;;https://doi.org/10.1109/ICCE.2012.6162051;;;conf/iccel/ZeerNT12;2018-01-19;;;;;711-714;;;;Optimization algorithm for mobile robot paths in the presence of multiple obstacles.;;;db/conf/iccel/icce2012.html#ZeerNT12;;2012
8591688;S. M. K. Quadri|Zahid Hussain Wani;;;SocProS (2);;;;conf/socpros/2015-2;;;https://doi.org/10.1007/978-981-10-0451-3_65;;;conf/socpros/WaniQ15;2019-10-23;;;;;729-741;;;;Artificial Bee Colony-Trained Functional Link Artificial Neural Network Model for Software Cost Estimation.;;;db/conf/socpros/socpros2015-2.html#WaniQ15;;2015
8592292;A. Vinay|K. N. Balasubramanya Murthy|Naveen V. Patil|Nishanth S. Hegde|S. K. Tejas|S. Natarajan 0001;;0000-0001-8260-0410;SocProS (2);;;;conf/socpros/2017-2;;;https://doi.org/10.1007/978-981-13-1595-4_23;;;conf/socpros/VinayHTP0M17;2019-12-27;;;;;289-298;;;;Learned Invariant Feature Transform and Extreme Learning Machines for Face Recognition.;;;db/conf/socpros/socpros2017-2.html#VinayHTP0M17;;2017
8593062;Harlan D. Harris;;;PAPIs;;;;conf/papis/2017;;;http://proceedings.mlr.press/v82/harris18a.html;oa;;conf/papis/Harris17;2019-04-03;;;;;23-32;;;;An Architecture and Domain Specific Language Framework for Repeated Domain-Specific Predictive Modeling.;;;db/conf/papis/papis2017.html#Harris17;;2017
8593933;Markus G. Kuhn;;;CHES;;;;conf/ches/2005;;;https://doi.org/10.1007/11545262_20;;;conf/ches/Kuhn05;2017-05-21;;;;;265-279;;;;Security Limits for Compromising Emanations.;;;db/conf/ches/ches2005.html#Kuhn05;;2005
8598247;Markus Lohrey;;;FSTTCS;;;;conf/fsttcs/2008;;;https://doi.org/10.4230/LIPIcs.FSTTCS.2008.1761;oa;;conf/fsttcs/Lohrey08;2018-08-23;;;;;292-303;;;;Leaf languages and string compression.;;;db/conf/fsttcs/fsttcs2008.html#Lohrey08;;2008
8599496;Bob McGrew|Bowen Baker|Glenn Powell|Igor Mordatch|Ingmar Kanitscheider|Todor M. Markov|Yi Wu;;;ICLR;;;;conf/iclr/2020;;;https://openreview.net/forum?id=SkxpxJBKwS;oa;;conf/iclr/BakerKMWPMM20;2020-07-29;;;;;;;;;Emergent Tool Use From Multi-Agent Autocurricula.;;;db/conf/iclr/iclr2020.html#BakerKMWPMM20;;2020
8603413;Jahna Otterbacher|Kyriakos Kyriakou|Pinar Barlas|Styliani Kleanthous;;;AIES;;;;conf/aies/2021;;;https://doi.org/10.1145/3461702.3462567;;;conf/aies/BarlasKKO21;2021-08-02;;;;;357-367;;;;Person, Human, Neither: The Dehumanization Potential of Automated Image Tagging.;;;db/conf/aies/aies2021.html#BarlasKKO21;;2021
8604260;An Wang 0001|Beibei Wang|Liji Wu|Ye Hu;;;CIS;;;;conf/cis/2014;;;http://doi.ieeecomputersociety.org/10.1109/CIS.2014.176|https://doi.org/10.1109/CIS.2014.176;;;conf/cis/HuWWW14;2019-07-06;;;;;514-518;;;;Hardware Design and Implementation of SM3 Hash Algorithm for Financial IC Card.;;;db/conf/cis/cis2014.html#HuWWW14;;2014
8609651;Matej Grcic|Petra Bevandic|Sinisa Segvic;;;VISIGRAPP (4: VISAPP);;;;conf/visapp/2021-1;;;https://doi.org/10.5220/0010260701330143;;;conf/visapp/GrcicBS21;2021-03-02;;;;;133-143;;;;Dense Open-set Recognition with Synthetic Outliers Generated by Real NVP.;;;db/conf/visapp/visapp2021-1.html#GrcicBS21;;2021
8615513;Raghuraman Krishnamurthy|Saikumar Jagannathan;;;ICMB;;;;conf/icmb/2011;;;http://doi.ieeecomputersociety.org/10.1109/ICMB.2011.28|https://doi.org/10.1109/ICMB.2011.28;;;conf/icmb/KrishnamurthyJ11;2017-05-21;;;;;46-50;;;;Getting Closer to Customers: Mobility Revolution in Pharmaceuticals.;;;db/conf/icmb/icmb2011.html#KrishnamurthyJ11;;2011
8615864;Claus Weihs|Uwe Ligges;;0000-0001-5875-6167;GfKl;;;;conf/gfkl/2005;;;https://doi.org/10.1007/3-540-31314-1_91;;;conf/gfkl/WeihsL05;2018-11-02;;;;;740-747;;;;Parameter Optimization in Automatic Transcription of Music.;;;db/conf/gfkl/gfkl2005.html#WeihsL05;;2005
8616441;Christian Senger|Frank R. Kschischang;;0000-0002-4274-1785;CWIT;;;;conf/cwit/2015;;;https://doi.org/10.1109/CWIT.2015.7255142|https://www.wikidata.org/entity/Q59767579;;;conf/cwit/SengerK15;2019-06-02;;;;;14-17;;;;A fast displacement-based Peterson decoder.;;;db/conf/cwit/cwit2015.html#SengerK15;;2015
8618213;Daniel D. Suthers|Heinz Ulrich Hoppe;;;LAK;;;;conf/lak/2014;;;https://doi.org/10.1145/2567574.2567632;;;conf/lak/HoppeS14;2018-11-06;;;;;285-286;;;;Computational approaches to connecting levels of analysis in networked learning communities.;;;db/conf/lak/lak2014.html#HoppeS14;;2014
8622069;Jianping Gou|Liangjun Wang|Qirong Mao|Xiangjun Shen|Yongzhao Zhan;;;PCM (1);;;;conf/pcm/2015-1;;;https://doi.org/10.1007/978-3-319-24075-6_26;;;conf/pcm/GouZSMW15;2017-05-21;;;;;265-274;;;;Two-Phase Representation Based Classification.;;;db/conf/pcm/pcm2015-1.html#GouZSMW15;;2015
8623579;Qin Jin|Xirong Li 0001;;;PCM (2);;;;conf/pcm/2016-2;;;https://doi.org/10.1007/978-3-319-48896-7_23;;;conf/pcm/LiJ16;2021-09-13;;;;;231-240;;;;Improving Image Captioning by Concept-Based Sentence Reranking.;;;db/conf/pcm/pcm2016-2.html#LiJ16;;2016
8624932;Ann C. Gentile|Archit Patke|Bill Kramer|Eric Roman|Jim M. Brandt|Mike Showerman|Ravishankar K. Iyer|Saurabh Jha|Zbigniew T. Kalbarczyk;;0000-0003-0926-0776;Hot Interconnects;;;;conf/hoti/2019;;;https://doi.org/10.1109/HOTI.2019.00024;;;conf/hoti/JhaPBGSRKKI19;2021-07-25;;;;;45-48;;;;A Study of Network Congestion in Two Supercomputing High-Speed Interconnects.;;;db/conf/hoti/hoti2019.html#JhaPBGSRKKI19;;2019
8625038;David Mayhew|Venkata Krishnan;;;Hot Interconnects;;;;conf/hoti/2003;;;http://doi.ieeecomputersociety.org/10.1109/CONECT.2003.1231473|https://doi.org/10.1109/CONECT.2003.1231473;;;conf/hoti/MayhewK03;2017-05-19;;;;;21-29;;;;PCI express and advanced switching: evolutionary path to building next generation interconnects.;;;db/conf/hoti/hoti2003.html#MayhewK03;;2003
8635240;Feng Ye|Xiaorong Yan|Xueyan Tang|Yuansheng Lou;;;ICYCSEE (1);;;;conf/icycsee/2016-1;;;https://doi.org/10.1007/978-981-10-2053-7_50;;;conf/icycsee/TangLYY16;2017-05-26;;;;;568-576;;;;Research of Constructing 3D Digital River Based on ArcEngine and SketchUp.;;;db/conf/icycsee/icycsee2016-1.html#TangLYY16;;2016
8636016;Jack Dowie|Mette Kjer Kaltoft|Vije Kumar Rajput;;0000-0002-7056-8297;pHealth;;;;conf/phealth/2020;;;https://doi.org/10.3233/SHTI200652|https://www.wikidata.org/entity/Q100761620;;;conf/phealth/RajputDK20;2022-03-16;;;;;258-261;;;;People Living with Multiple Long-Term Conditions: Meeting the Challenges of Personalized Decision Making.;;;db/conf/phealth/phealth2020.html#RajputDK20;;2020
8643979;Thom W. Frühwirth;;;LOPSTR;;;;conf/lopstr/2004;;;https://doi.org/10.1007/11506676_9;;;conf/lopstr/Fruhwirth04;2017-05-17;;;;;133-148;;;;Specialization of Concurrent Guarded Multi-set Transformation Rules.;;;db/conf/lopstr/lopstr2004.html#Fruhwirth04;;2004
8646618;Dereje Teferi|Gabriele Gianini|Meshesha Legesse;;;SITIS;;;;conf/sitis/2016;;;http://doi.ieeecomputersociety.org/10.1109/SITIS.2016.45|https://doi.org/10.1109/SITIS.2016.45;;;conf/sitis/LegesseGT16;2019-02-14;;;;;236-240;;;;Selecting Feature-Words in Tag Sense Disambiguation Based on Their Shapley Value.;;;db/conf/sitis/sitis2016.html#LegesseGT16;;2016
8647184;Justin You|Liwen Vaughan;;;SITIS;;;;conf/sitis/2005;;;http://www.u-bourgogne.fr/SITIS/05/download/Proceedings/Files/f046.pdf;;;conf/sitis/VaughanY05;2006-09-20;;;;;190-195;;;;Mining web hyperlink data for business information: the case of telecommunication companies.;;;db/conf/sitis/sitis2005.html#VaughanY05;;2005
8647804;Joachim Scholz;;;Informatik in der DDR;;;;conf/ddr/2006;;;https://dl.gi.de/20.500.12116/33314;;;conf/ddr/Scholz04;2021-12-17;;;;;92-103;;;;Besonderheiten der Rechenautomaten D1, D2, D4a.;;;db/conf/ddr/ddr2006.html#Scholz04;;2004
8649092;David Kearney|Vinay Sriram;;;DICTA;;;;conf/dicta/2007;;;https://doi.org/10.1109/DICTA.2007.4426848;;;conf/dicta/SriramK07a;2017-05-23;;;;;569-572;;;;Research Issues in Using Reconfigurable Computing to Accelerate Infrared Simulation.;;;db/conf/dicta/dicta2007.html#SriramK07a;;2007
8653577;Peter Sturm 0001|Stephan Neuhaus;;;Transputer-Anwender-Treffen;;;;conf/tat/1990;;;https://doi.org/10.1007/978-3-642-76602-2_3;;;conf/tat/SturmN90;2018-07-11;;;;;13-20;;;;Ein System zur benutzerdefinierten Visualisierung von parallelen Programmen.;;;db/conf/tat/tat1990.html#SturmN90;;1990
8657702;Iqbal Gondal|Laurence Dooley|Mudasser Iqbal;;0000-0001-7963-2446;ITRE;;;;conf/itre/2005;;;https://doi.org/10.1109/ITRE.2005.1503099;;;conf/itre/IqbalGD05;2021-10-14;;;;;195-199;;;;Load-adaptive Beacon exchange rate in self configuring ubiquitous networks.;;;db/conf/itre/itre2005.html#IqbalGD05;;2005
8662298;Chen-Han Ho|Karthikeyan Sankaralingam|Sung Jin Kim;;;ISCA;;;;conf/isca/2015;;;https://doi.org/10.1145/2749469.2750390;;;conf/isca/HoKS15;2018-11-06;;;;;118-130;;;;Efficient execution of memory access phases using dataflow specialization.;;;db/conf/isca/isca2015.html#HoKS15;;2015
8665601;Candice Schumann|Debjani Saha|Duncan C. McElfresh|John P. Dickerson|Michael Carl Tschantz|Michelle L. Mazurek;;;ICML;;;;conf/icml/2020;;;http://proceedings.mlr.press/v119/saha20c.html;oa;;conf/icml/SahaSMDMT20;2020-12-15;;;;;8377-8387;;;;Measuring Non-Expert Comprehension of Machine Learning Fairness Metrics.;;;db/conf/icml/icml2020.html#SahaSMDMT20;;2020
8666292;Chris Eliasmith|Yichuan Tang;;;ICML;;;;conf/icml/2010;;;https://icml.cc/Conferences/2010/papers/370.pdf;oa;;conf/icml/TangE10;2019-04-03;;;;;1055-1062;;;;Deep networks for robust visual recognition.;;;db/conf/icml/icml2010.html#TangE10;;2010
8666820;Alexander M. Bronstein|Guillermo Sapiro|Pablo Sprechmann;;;ICML;;;;conf/icml/2012;;;http://icml.cc/2012/papers/332.pdf;oa;;conf/icml/BronsteinSS12;2019-04-03;;;;;;;;;Learning Efficient Structured Sparse Models.;;;db/conf/icml/icml2012.html#BronsteinSS12;;2012
8673686;Munindar P. Singh;;;IJCAI;;;;conf/ijcai/1991;;;http://ijcai.org/Proceedings/91-1/Papers/012.pdf;oa;;conf/ijcai/Singh91;2019-08-20;;;;;69-74;;;;Towards a Formal Theory of Communication for Multi-agent Systems.;;;db/conf/ijcai/ijcai91.html#Singh91;;1991
8676963;Bo An 0001|Chengwei Zhang 0001|Jianye Hao|Kangjie Chen|Shuxin Li|Xiaohong Li 0001|Zhiyong Feng 0002;;;IJCAI;;;;conf/ijcai/2017;;;https://doi.org/10.24963/ijcai.2017/523;oa;;conf/ijcai/LiLHAFCZ17;2020-09-03;;;;;3742-3748;;;;Defending Against Man-In-The-Middle Attack in Repeated Games.;;;db/conf/ijcai/ijcai2017.html#LiLHAFCZ17;;2017
8681211;Frank Hutter|Jost Tobias Springenberg|Tobias Domhan;;;IJCAI;;;;conf/ijcai/2015;;;http://ijcai.org/Abstract/15/487;oa;;conf/ijcai/DomhanSH15;2019-08-20;;;;;3460-3468;;;;Speeding Up Automatic Hyperparameter Optimization of Deep Neural Networks by Extrapolation of Learning Curves.;;;db/conf/ijcai/ijcai2015.html#DomhanSH15;;2015
8681954;Lei Hu|Shihong Xia|Xiaoming Deng 0001|Zihao Zhang;;;IJCAI;;;;conf/ijcai/2021;;;https://doi.org/10.24963/ijcai.2021/184;oa;;conf/ijcai/ZhangH0X21;2021-08-25;;;;;1330-1337;;;;Sequential 3D Human Pose Estimation Using Adaptive Point Cloud Sampling Strategy.;;;db/conf/ijcai/ijcai2021.html#ZhangH0X21;;2021
8682318;Daniel Borrajo|Ricardo Aler|Susana Fernández;;;IJCAI;;;;conf/ijcai/2007;;;http://ijcai.org/Proceedings/07/Papers/304.pdf;oa;;conf/ijcai/FernandezAB07;2019-08-20;;;;;1885-1890;;;;Transferring Learned Control-Knowledge between Planners.;;;db/conf/ijcai/ijcai2007.html#FernandezAB07;;2007
8684009;Guihong Wan|Haim Schweitzer;;;IJCAI;;;;conf/ijcai/2021;;;https://doi.org/10.24963/ijcai.2021/221;oa;;conf/ijcai/WanS21;2021-08-25;;;;;1600-1606;;;;Heuristic Search for Approximating One Matrix in Terms of Another Matrix.;;;db/conf/ijcai/ijcai2021.html#WanS21;;2021
8684407;Chang Tang|En Zhu|Jianping Yin|Jingtao Hu|Jingyuan Xia|Jiyuan Liu 0003|Siwei Wang|Xinwang Liu;;0000-0001-9517-262X;IJCAI;;;;conf/ijcai/2019;;;https://doi.org/10.24963/ijcai.2019/524;oa;;conf/ijcai/WangLZTLHXY19;2021-05-06;;;;;3778-3784;;;;Multi-view Clustering via Late Fusion Alignment Maximization.;;;db/conf/ijcai/ijcai2019.html#WangLZTLHXY19;;2019
8690929;Chenguang Luo|Shengchao Qin|Zongyan Qiu;;0000-0003-3028-8191;TASE;;;;conf/tase/2008;;;http://doi.ieeecomputersociety.org/10.1109/TASE.2008.41|https://doi.org/10.1109/TASE.2008.41;;;conf/tase/LuoQQ08;2017-06-15;;;;;151-158;;;;Verifying BPEL-Like Programs with Hoare Logic.;;;db/conf/tase/tase2008.html#LuoQQ08;;2008
